place_id,place_name,reviewer_name,rating_review,review_text,published_at,published_at_date,review_likes_count,total_number_of_reviews_by_reviewer,total_number_of_photos_by_reviewer,reviewer_url,reviewer_profile_picture,review_photos,user_id
2,JONGGRANG TRAVEL MADIUN,Dwitesa Ariyani,5.0,"Pelayanan bagus, mobil bersih, AC dingin dan driver sopan, semoga pelanggan jonggrang travel tambah banyak",3 bulan lalu,2023-08-18 09:42:35.987,1,1,0,https://www.google.com/maps/contrib/117850945180137036078/reviews?entry=ttu,https://lh3.googleusercontent.com/a/ACg8ocLz35FD58Q24QpaHybLU9wBzc0FY5Yn_XPA-R3moqS1=s120-c-rp-mo-br100,[],16486
2,JONGGRANG TRAVEL MADIUN,Remaja Travel,5.0,"rekan team yg baik, mobil bersih ontime driver friendly & berpengalaman",5 bulan lalu,2023-07-02 04:23:02.989,0,4,1,https://www.google.com/maps/contrib/113550570639032980137/reviews?entry=ttu,https://lh3.googleusercontent.com/a-/ALV-UjXXqPJ6DRqU-2hbEBRu7tX5iX66xjnlXfnizbxdq_HZ9UE=s120-c-rp-mo-ba2-br100,[],43339
2,JONGGRANG TRAVEL MADIUN,Rheny Raa,5.0,"Nyaman,puasss,,gak bikin kapok ...mksh pak sopir",sebulan lalu,2023-10-13 14:46:04.886,0,1,0,https://www.google.com/maps/contrib/112111521289086045101/reviews?entry=ttu,https://lh3.googleusercontent.com/a/ACg8ocLm7IMJ9gL0gYnmxJMdkbQ_OgJ3xuWc1Oc_Co_kH95g=s120-c-rp-mo-br100,[],43841
2,JONGGRANG TRAVEL MADIUN,Prisilia Sayang,5.0,"Mobil bersih, AC dingin dan full musik, drivernya ramah sabar serta berpengalaman, Terima kasih jonggrang travel sdh mengantarkan org tua saya sampai dgn selamat... Lancar trs",setahun lalu,2022-10-26 08:12:01.035,0,1,0,https://www.google.com/maps/contrib/113676419369647121493/reviews?entry=ttu,https://lh3.googleusercontent.com/a/ACg8ocLBQRxP1Lsh0ZAPnuxyi3Zkx6trZA3b7w6kflVwquwQ=s120-c-rp-mo-br100,[],41083
2,JONGGRANG TRAVEL MADIUN,Hanif Trans,5.0,"Mantap, pelayanan bagus jos pokok nya",3 bulan lalu,2023-08-23 05:39:28.913,0,26,12,https://www.google.com/maps/contrib/112507151334892915705/reviews?entry=ttu,https://lh3.googleusercontent.com/a-/ALV-UjUFBux0KL97zWOG77O5hdcS6oOvAVSRJJu2CpMlQFUOVF0=s120-c-rp-mo-ba3-br100,[],22608
2,JONGGRANG TRAVEL MADIUN,Danang Prasetyo,5.0,"Unit dan driver real/sesuai tanpa di oper2,jd saya tdk ragu/takut untk naik jonggrang travel madiun,next lain kali saya order lg dan akan promosikan baik ke saudara/tmn2,sukses trs jonggrang travel madiun",setahun lalu,2022-09-18 08:38:02.715,0,1,0,https://www.google.com/maps/contrib/100531842259921872019/reviews?entry=ttu,https://lh3.googleusercontent.com/a-/ALV-UjVdtUZu3ZAaR__AvFDc85cwHKqXiihLZOaaz3BKMO5EE9Q=s120-c-rp-mo-br100,[],13167
3,The Best Brew,Anugrah Selalu,1.0,Bikin 1 menu makanan hampir 1 jam lebih.saya sebagai driver online kena komplin sama caster.padahal gak ad yg makan di tempat.,setahun lalu,2022-10-17 11:33:05.849,1,24,2,https://www.google.com/maps/contrib/104592511433295010463/reviews?entry=ttu,https://lh3.googleusercontent.com/a-/ALV-UjWksrs4mTmNtH4ynN5emK5GbE29M1fLFGJjmkykGciVGw8=s120-c-rp-mo-ba3-br100,[],6917
3,The Best Brew,A Tosho (ADT),4.0,"hoterunohurontosaidonoTong riYan iniarudaininguba-. 
sutatsuhuhaJie nna, hurendori-deQin Qie desu. 
ontore-, dochiramoMei Wei shikatsutadesuga, 1Fan hapo-kusate!satetoYan tsutarachikindatoSi tsuteitanodesuga, chikinsatehameniyu-ninakupo-kunomi. demoshiehunooQuan mema-kugatsuiteitanodeLai mimashitaga. kurabusandouitsuchihaYu Xiang Wai noXing deChu tekimashita. ",4 hari lalu,2023-12-08 13:22:10.992,0,56,261,https://www.google.com/maps/contrib/115366638677953709894/reviews?entry=ttu,https://lh3.googleusercontent.com/a-/ALV-UjV1GdWYvt860c6WA3e4L92JuImJzt1ZNK35wHZ6h6vomW4=s120-c-rp-mo-ba4-br100,"['https://lh5.googleusercontent.com/p/AF1QipNiGsC75JnN_zoAljoKirq-JKT7QWfN1MNHPGP8=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMG4mONPMWDv63hf_KULjmkty_XDl2XjEHpgK3h=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipP667XRbRNMh2GBLyrw5-QKNZgmEKugdMTF2F_j=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPbtXgj65koKJM5CQQ1W4267CdYk-MoNBRK55A6=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipOkRAA_RJPlJq2egMDhS-vjRR3I2N9T5GSB_DIW=w150-h150-k-no-p']",294
3,The Best Brew,jeicorong,5.0,"balri majimagnal deulryeoseo yeoreojongryuyi kagteileul jeulgyeossseubnida seuteurong~hadamyeo cuceonhaejun rongailraendeuga jeil masisseosseoyo
jeulgeoun siganbonaeseo johasseoyo",3 bulan lalu,2023-08-28 22:28:04.668,0,138,775,https://www.google.com/maps/contrib/103317727425356453171/reviews?entry=ttu,https://lh3.googleusercontent.com/a-/ALV-UjUT08-5HGbijmOJEka7oBKH5D9sv475LSRq2vsGs-Xlkk_V=s120-c-rp-mo-br100,"['https://lh5.googleusercontent.com/p/AF1QipM1qU0njj7iytjMcqmi8hVjrjnlPEBJmS8VkB1c=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPJb5LBXf-E6lagOn_wd8vVWV-MW44GFwDQRLl_=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMsooVinwi4OmR1YuYPc510akFuhwP3xh-qPb1O=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNqNDZ_ErLBeRzqmR8U0YBcrLEC7JLkyj2wc-T_=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipOV2ozpVhhq3FD27zUtB8VYaFWOxaMKrqVpwnW0=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNTJp4mVLPmlSL4WkHsYg4dhoEdgDHlTST5PGs1=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNA9TKRWoIw4c8yQjDim_PUVqSjrkVvRUjNhww5=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPT_7D7TYUVfBl5GJRr5IupWkP2lEksnvs2upZ5=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipN9gTw0Z9Mn8Fto9w5HOqkfCok26O5qd7tdGbyt=w150-h150-k-no-p']",63429
3,The Best Brew,Jesse,5.0,"Ontzettend goed en mooi restaurant. Lekker eten en goede service, ook hebben wij een bijzondere Balinese dans van 2 super knappe dames mogen meemaken. + er was live muziek en een optreden met vuur.",7 bulan lalu,2023-04-25 18:38:48.842,1,2,0,https://www.google.com/maps/contrib/102985176956095628492/reviews?entry=ttu,https://lh3.googleusercontent.com/a-/ALV-UjXjhnJs8Ny-777ZV2cCLjlbUDfbhFE3qirq_-vOEINqFDI=s120-c-rp-mo-br100,"['https://lh5.googleusercontent.com/p/AF1QipPY3KEWRc8u75f2W7RUiXGTxr5ZdVZ-ZH4FXk0C=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNGh3a7R9o3J9kPY8xtVsV50hsqQ7vwTg_BVyXi=w150-h150-k-no-p']",27592
3,The Best Brew,Braiden Mcauliffe,5.0,We came here for drinks and cocktails a few times and absolutely loved it. The bartenders and wait staff were amazing and very attentive. The cocktails were really good quality and well made. It was a really nice atmosphere sitting at this bar and we thoroughly enjoyed it.,4 bulan lalu,2023-07-18 12:07:47.326,0,2,0,https://www.google.com/maps/contrib/111761450074713112802/reviews?entry=ttu,https://lh3.googleusercontent.com/a/ACg8ocKLdbOFugWWwquaqJ7qgvO9iH7ank-HiLBlg1mPA0XX=s120-c-rp-mo-br100,[],11204
3,The Best Brew,Avnish Kumar Chauhan,4.0,Located inside the Four Points by Sheraton hotel. The place have great ambience. Food quality and taste was really excellent. Service was great too. Food preparation was decent. Crowd was good. Price are mid ranged restaurant. Try once if you are staying in the hotel or nearby. Family and couple friendly place.,4 tahun lalu,2019-08-04 03:27:13.785,1,310,4462,https://www.google.com/maps/contrib/101432305343374914186/reviews?entry=ttu,https://lh3.googleusercontent.com/a-/ALV-UjWjbhmCnAGp4VvCk3qniSTLNrIbnkdr1OUx1_QBbl-Y1Guo=s120-c-rp-mo-ba6-br100,"['https://lh5.googleusercontent.com/p/AF1QipO6AT69c4BIdMZZwcLNZbv1B0S93DjTCN74dswE=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipOgDJJiY74sB4Qr3o3zIUSPhdOt2ZshC9gSIS4j=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipOYY9yGrvjB4OYSiQmxIwlillzGhWhHfgeDiMDc=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipOiWFwwcMqmlupIQ8Z3qAA7IRQ5_neUuWoWPENP=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPIaYByrwVFPrqKKnVzMgPib3Bjbso5XzAdfOQp=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipN7mOeWGFph_0LyUl3mmHa-j-yVJJkFYyLE2gvr=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNf4dS7tSbFPOrULljgNRj8TKtItQpoCV-B63LC=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNx6BXN97JJF54Ub-e45kGUzvNUjMF_4U-waleu=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipM2NdvAkyA3AWyDn0iX3E_RT8Z4TihFRvexOtC9=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipOS6dWzFogXdwGC7n3SL1X0YkoAlRJykr7WGY6B=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMcMKusUBcIBfIt8OHUkX_X9ZT4xQk_5PASzLAH=w150-h150-k-no-p']",9002
3,The Best Brew,Irfan Silalahi,5.0,The staff attention to their customer is commendable. I had a simple drink while taking a call at this place and was given some snacks to accompany the drinks. It made me feel very welcomed and comfortable. Thank you!,setahun lalu,2022-09-29 11:45:29.092,0,210,772,https://www.google.com/maps/contrib/104040657734453600447/reviews?entry=ttu,https://lh3.googleusercontent.com/a-/ALV-UjVaW3PCi4t6OyqqJBGxOYaxM5FLCp9R7iS7KVWxO3To9QcW=s120-c-rp-mo-ba5-br100,['https://lh5.googleusercontent.com/p/AF1QipPYEjzfUBzTTlKBaPjfpRAKo-LtYb5alNIoFrWO=w150-h150-k-no-p'],26253
3,The Best Brew,Elona Zhana,5.0,"The place to be in Kuta.
The service is perfect, the people are helpful and very cheerful. The place is clean and well designed.

Such a vibe ",3 bulan lalu,2023-08-24 09:37:41.898,0,4,3,https://www.google.com/maps/contrib/100457354225674052867/reviews?entry=ttu,https://lh3.googleusercontent.com/a-/ALV-UjXxiwW1fKSIKlgiOd7pLBlMXqWi-hCTH8sMxXVBkZxjlw=s120-c-rp-mo-br100,['https://lh5.googleusercontent.com/p/AF1QipOQqEm7ZHa5_3GO9WpjUJHqFHH3V7VSwV2Jrmhj=w150-h150-k-no-p'],17611
4,Alun-alun Bandung,Mayaria Desi,4.0,"Alun alun kota Bandung sebuah area outdoor yang luas dan berada di Jalan Asia Afrika. Tempat ini biasanya menjadi salah satu titik wisata banyak wisatawan yang berkunjung ke Bandung. Maka tak heran, keramaian kerap terjadi tiap akhir pekan. Alun alun Bandung kerap direnovasi dan dikembangkan agar lebih menarik dan nyaman ketika dikunjungi. Alun alun Bandung terasa lebih cantik dan bersih. Selayaknya sebuah alun alun, terdapat ruang terbuka yang luas, biasanya pengunjung bisa bersantai dan bermain bersama keluarga diruang terbuka tersebut.

Alun alun Bandung juga bersanding dengan sebuah masjid besar yakni Masjid Raya Bandung. Lokasi disekitaran alun alun terbilang cukup kondusif. Ditengah teriknya udara Bandung di September 2023 ini, kesejukan masih bisa dirasakan mengingat alun alun Bandung dikelilingi bentang pepohonan tinggi.

Tersedia juga bus tour yang bisa disewa untuk keliling sekitar alun2 dan ada biaya nya per kepala Rp.20.000 (awalnya kaget sih, sebab di malang bus macito aja gratis tis tis ngga bayar sepeser pun). Masih banyak juga pengamen yg bermodalkan kostum (serem atau super hero) gitu tapi kesannya maksa aja, tiba2 dikasi accesoris mereka suruh pegang (kalau anak2 yang digitu in sih ya nurut aja), eeehh akhirnya ya seikhlasnya juga, dikasi dikit juga ada beberapa yg keberatan (terlihat dari raut wajahnya sambil ngomel).

Lokasi kantung parkir masyarakat juga menjengkelkan karena kerap memberikan biaya parkir yang tidak rasional. Disekitaran Rp. 20.000 - Rp. 40.000 perkendaraan roda empat. Kunjungan terakhir saya saat itu memang banyak petugas keamanan dan petugas kebersihan yang standby berjaga.
Sehingga kemanaan dan kebersihan seharusnya bisa dikontrol dengan baik. Tidak ada yang salah dengan alun alunnya. Yang salah buat saya hanya bagaimana pemprov kota Bandung serius membenahi hal hal pendukung lainnya agar pengunjung merasa nyaman.",2 hari lalu,2023-12-11 06:42:10.819,0,121,718,https://www.google.com/maps/contrib/102609704348914218230/reviews?entry=ttu,https://lh3.googleusercontent.com/a-/ALV-UjXxtZ974k23aK1jRrrUdNjkwPHDENAzeyxI5QU5mx4k178F=s120-c-rp-mo-ba5-br100,"['https://lh5.googleusercontent.com/p/AF1QipOpjnfadGE8tP_PH2MnpPjcj2BXwOnW1-EL6qOl=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipO7siqT9Am_QhEDsNN9yCiMqVdyOItff5eZpmnp=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipOz_aelRRHHTBLoYnNEVRTKuNfY9d144yPvI7AG=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMBN2t8wFWk3e2Irv2_pJ5tVGTMdpc-f9tTw3JA=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMo4WD3vUhJxJOhstG-wImW1SRTrlDGlR9qymVN=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipN08-gTkSW2X72JM9bMzn_P4wa-xGhXipcVlFJ_=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPKtSmYzkv8Vu_RNbgvLqiZwadJ3rZd2Wmap6oR=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipOF_kg8a4pM6pERmefAcJr6bcb1UvBuiSdug2-W=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPHr1RS32OMZRM0LG8EiL2qvxhPL9kr9T7AAFYJ=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMJuNsVhxQb0h7CY5u_S1wNJdcmKnVvaDpH7kzA=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipP1YqzERQxrvO1YQjjWyMEAu2ez8BJ4KTdhQ_K8=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNw2RS-viCf6jCObHOg85YBDDQobciv7RU5jN7A=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMcf1F00prWzMHurmBIkocCGxDiD9ZmzVkWozYI=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipM38QObL-jBKWcRysjN_VXWmp52B-qZkh0yiEsB=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMdjyNXWsy57cP_SBnLoneXq5xW3NgofGpLQEJa=w150-h150-k-no-p']",33449
